protocol_id,elem_id,speaker_name,speaker_i_ort,speaker_party,speaker_born,speaker_wiki_id,comments,text,link,Resposibility
prot-1884--fk--23,i-YUxBnJLTjN4HCDu2cRFWr6,Axel Bennich,Stockholm,"ministriella gruppen i FK, minoritetsp",1817-10-31,Q5570669,,Herr Bennich:,https://betalab.kb.se/prot-1884--fk--23/prot_1884__fk__23-026.jp2/_view,Lotta
prot-1884--fk--11,i-YZH1CW4xwi6q6vTZXT5NaS,Ragnar Törnebladh,Kalmar ; Stockholm,FK:s minoritetsp ; moderata p,1833-02-01,Q6218073,,Herr Törnebladh:,https://betalab.kb.se/prot-1884--fk--11/prot_1884__fk__11-008.jp2/_view,Lotta
prot-1884--fk--40,i-Yas8aruPVz6sFChgpwEuNe,Per Pettersson,Rättvik,,1822-10-03,Q6047275,Har inget parti,"Herr Pettersson, Per:",https://betalab.kb.se/prot-1884--fk--40/prot_1884__fk__40-031.jp2/_view,Lotta
prot-1884--ak--7,i-YaJXdCrtZ8KsTDxe6uCpSU,Abraham Rundbäck,Växjö,centern ; nya centern ;  lmp; prot,1827-01-30,Q6083434,partier saknas i wikidata,Herr Abr. Rundbäck:,https://betalab.kb.se/prot-1884--ak--7/prot_1884__ak__7-017.jp2/_view,Lotta
prot-1884--ak--38,i-Yasj6D5N9VnVMe8xBxgniQ,Adolf Nordenskiöld,Stockholm,nylib ; ministriella p,1832-11-18),Q156749,,Herr Friherre Nordenskiöld:,https://betalab.kb.se/prot-1884--ak--38/prot_1884__ak__38-012.jp2/_view,Lotta
prot-1884--ak--47,i-YbakATgrKqZpaQy7p2ruWZ,Anton Lyth,Burs,centern,1816-02-29,Q5969026,Saknar parti i Wikidata,Herr Lyth:,https://betalab.kb.se/prot-1884--ak--47/prot_1884__ak__47-038.jp2/_view,Lotta
prot-1885--fk--25,i-YUCBG5CRSUuxzMT2HuBae1,Louis De Geer af Finspång,Stockholm,"""skånska p"" ; centern",1818-07-18,Q52950,,Friherre De Geer af Finspång:,https://betalab.kb.se/prot-1885--fk--25/prot_1885__fk__25-001.jp2/_view,Lotta
prot-1885--fk--14,i-YVUV7u1NXzmKCR53XcXGKd,Per Pettersson,Rättvik,,1822-10-03,Q6047275,Har inget parti,Herr Pettersson:,https://betalab.kb.se/prot-1885--fk--14/prot_1885__fk__14-015.jp2/_view,Lotta
prot-1885--fk--23,i-YZXQdUtoNZUikQrWn2on9W,Otto Forssell,Stockholm,prot,1818-05-31,Q5737702,,"Herr Forssell, Otto:",https://betalab.kb.se/prot-1885--fk--23/prot_1885__fk__23-007.jp2/_view,Lotta
prot-1885--ak--44,i-YTFAj8kM8MdzYZAmwhj9Z4,Sven Nilsson,Everöd,lmp ; gamla lmp,1831-11-04,Q6011953,partier saknas i wikidata,Herr Sven Nilsson:,https://betalab.kb.se/prot-1885--ak--44/prot_1885__ak__44-025.jp2/_view,Lotta
prot-1885--ak--59,i-YUqQFR8RjTa17MyU33Jenc,Jonas Nilsson,Käggla,lmp ; nya lmp1829-09-02,,Q6010769,,Herr Nilsson i Käggla:,https://betalab.kb.se/prot-1885--ak--59/prot_1885__ak__59-015.jp2/_view,Lotta
prot-1885--ak--63,i-YYmA7h4D9jJJ8kytDxv9cQ,Erik Nyström,Luleå,,1822-03-01,Q6020654,Har inget parti,Herr Nyström:,https://betalab.kb.se/prot-1885--ak--63/prot_1885__ak__63-018.jp2/_view,Lotta
prot-1886--fk--21,i-YYfetfuvXw6KQVpMhXrJTP,Hans Forssell,Stockholm,FK:s minoritetsp,1843-01-14,Q2291097,,"Herr Forssell, Hans:",https://betalab.kb.se/prot-1886--fk--21/prot_1886__fk__21-040.jp2/_view,Lotta
prot-1886--fk--40,i-YZJShsBSi4WA6U8Lm5D1vV,Knut Strömfelt,Hylinge,prot,1831-07-08,Q6193517,Saknar parti och länk till porträttarkiv,Herr Grefve Strömfelt:,https://betalab.kb.se/prot-1886--fk--40/prot_1886__fk__40-025.jp2/_view,Lotta
prot-1886--fk--3,i-Yaa88ieWjwdifs6nSTBaLC,Frans Dahl,Sölvesborg,prot,1825-12-24,Q5614967,Saknar parti i Wikidata,Herr Dahl:,https://betalab.kb.se/prot-1886--fk--3/prot_1886__fk__3-023.jp2/_view,Lotta
prot-1886--ak--43,i-YadiJvFvBn1panrdfY9JuM,Olof Wagenius,Ström,,1826-08-08,Q6228340,Har inget parti,Herr Wagenius:,https://betalab.kb.se/prot-1886--ak--43/prot_1886__ak__43-027.jp2/_view,Lotta
prot-1886--ak--13,i-YahkfQ9Yd2Qq7Ds3dAoA41,Ola Olsson,Maglehult,nylib ; lmp ; gamla lmp,1824-12-15,Q6027629,,Herr 0. B. Olsson:,https://betalab.kb.se/prot-1886--ak--13/prot_1886__ak__13-040.jp2/_view,Lotta
prot-1886--ak--56,i-YaqnpkL8pdoxUphUsYVreF,Abraham Rundbäck,Växjö,centern ; nya centern ;  lmp; prot,1827-01-30,Q6083434,partier saknas i wikidata,Herr Abr. Rundbäck:,https://betalab.kb.se/prot-1886--ak--56/prot_1886__ak__56-022.jp2/_view,Lotta
prot-1887-janmar-fk--12,i-YMcq5SnmLEZeXM1yveYVim,Fredrik Hederstierna,Stockholm ; Västerås,centern,1828-12-21,Q5795740,parti saknas i wikidata,Herr Hederstierna:,https://betalab.kb.se/prot-1887-janmar-fk--12/prot_1887_janmar_fk__12-054.jp2/_view,Lotta
prot-1887-majjul-fk--8,i-YRjZh9xXmTTrZBH4kXtiKr,Axel Bennich,Stockholm,"ministriella gruppen i FK, minoritetsp",1817-10-31,Q5570669,,Herr Bennich:,https://betalab.kb.se/prot-1887-majjul-fk--8/prot_1887_majjul_fk__8-049.jp2/_view,Lotta
prot-1887-majjul-fk--12,i-YZso7gRovC9tchVpBYrW71,Robert von Kraemer,Stockholm ; Stenhammar,minoritetsp,1825-02-06,Q5925056,OCR-tolkning ger fel stavat efternamn,Friherre von Kremer:,https://betalab.kb.se/prot-1887-majjul-fk--12/prot_1887_majjul_fk__12-010.jp2/_view,Lotta
prot-1887-majjul-ak--5,i-YaBhDog8LP1sts3FD4aFc9,Jöns Rundbäck,Asmundtorp,lmp ; nya lmp,1830-10-21,Q6083441,parti saknas i wikidata,Herr Rundbäck:,https://betalab.kb.se/prot-1887-majjul-ak--5/prot_1887_majjul_ak__5-019.jp2/_view,Lotta
prot-1887-majjul-ak--10,i-Yafr8RoboLrYErNBARA2g8,Olof Andersson,Lyckorna,lmp ; nya lmp,1839-03-08,Q5555684,,Herr Andersson i Lyckorna:,https://betalab.kb.se/prot-1887-majjul-ak--10/prot_1887_majjul_ak__10-018.jp2/_view,Lotta
prot-1887-majjul-ak--14,i-YaviNX23aaG9D64EJWEnkT,Nils Petersson,Runtorp,lmp 1873-1887 ; nya lmp 1888-1896,1828-04-26,Q6045499,,Herr Petersson i Runtorp:,https://betalab.kb.se/prot-1887-majjul-ak--14/prot_1887_majjul_ak__14-025.jp2/_view,Lotta
prot-1888--fk--4,i-YWVyGrxpNRBkBZpVaQFhwq,Patric Reuterswärd,Baggå,prot,1820-11-22,Q6069039,,Herr Reuterswärd:,https://betalab.kb.se/prot-1888--fk--4/prot_1888__fk__4-003.jp2/_view,Lotta
prot-1888--fk--24,i-YX5uhMoER2WyA715zdGhCY,Edvard Casparsson,Brunna,centern ; prot,1827-07-21,Q5604447,,Herr Casparsson:,https://betalab.kb.se/prot-1888--fk--24/prot_1888__fk__24-028.jp2/_view,Lotta
prot-1888--fk--32,i-YbMgCYaFEsQ8LMqbwvT6sc,Fredrik Barnekow,Åraslöv,skånska p ;prot ; lmp,1839-11-26,Q5566039,,Friberre Barnekow:,https://betalab.kb.se/prot-1888--fk--32/prot_1888__fk__32-012.jp2/_view,Lotta
prot-1888--ak--41,i-YSWp63LhJxf4LqUDHwdKeD,Fredrik Hederstierna,Stockholm ; Västerås,centern,1828-12-21,Q5795740,parti saknas i wikidata,herr Hederstierna ordet och yttrade:,https://betalab.kb.se/prot-1888--ak--41/prot_1888__ak__41-001.jp2/_view,Lotta
prot-1888--ak--53,i-YWuhwqvM4w1x2TucV4VCTT,Fredrik von Essen,Kavlås,skånska p,1831-07-30,Q5499548,,"Chefen för finansdepartementet, herr statsrådet friherre von Essen:",https://betalab.kb.se/prot-1888--ak--53/prot_1888__ak__53-036.jp2/_view,Lotta
prot-1888--ak--35,i-YarwEqpBmzmFodUun5uB38,Gustaf Ryding,Härnösand,,1833-09-26,Q6085615,Har inget parti,Herr Ryding:,https://betalab.kb.se/prot-1888--ak--35/prot_1888__ak__35-006.jp2/_view,Lotta
prot-1889--fk--1,i-YWREyFB6N5VUbrYQhbJE9L,Patric Reuterswärd,Baggå,prot,1820-11-22,Q6069039,,På gjord proposition biföll kammaren denna hemställan. Herr Reuterswärd anmälde sig och yttrade:,https://betalab.kb.se/prot-1889--fk--1/prot_1889__fk__1-005.jp2/_view,Lotta
prot-1889--fk--28,i-YXBtbdThXaCwaDZzAk8Eoj,Pehr von Ehrenheim,Grönsö,"""Ehrenheimska p"" ; FK:s minoritetsp",1823-08-04,Q5628179,,Herr vice talmannen:,https://betalab.kb.se/prot-1889--fk--28/prot_1889__fk__28-034.jp2/_view,Lotta
prot-1889--fk--10,i-YXzJraNZdofH4Jw2EFNvMx,Lars Smith,Stockholm,,1836-10-12,Q6181976,Har inget parti,Herr Smith:,https://betalab.kb.se/prot-1889--fk--10/prot_1889__fk__10-057.jp2/_view,Lotta
prot-1889--ak--31,i-YaL5Sc5pGghTLCYE174dg2,Frans Björck,Stockholm,nya lmp,1835-12-14,Q5577394,,Herr Björck:,https://betalab.kb.se/prot-1889--ak--31/prot_1889__ak__31-050.jp2/_view,Lotta
prot-1889--ak--30,i-YbEHawyd5CY4165kEEPo6b,Sven Nilsson,Everöd,lmp ; gamla lmp,1831-11-04,Q6011953,partier saknas i wikidata,Herr Sven Nilsson:,https://betalab.kb.se/prot-1889--ak--30/prot_1889__ak__30-023.jp2/_view,Lotta
prot-1889--ak--12,i-YboEugPcvuuGJYMANJewoZ,Edward Svensson,Karlskrona,centern ; frihandelsvänl centern ; vilde,1838-05-13,Q6198406,,Herr Svensson från Karlskrona:,Ehttps://betalab.kb.se/prot-1889--ak--12/prot_1889__ak__12-049.jp2/_view,Lotta
prot-1890--fk--25,i-YZrs9sCMJvNJFiiXqkC54F,Axel Bergström,"Kristianstad , Stockholm ; Örebro",ministriella p ; centern ; FK:s minoritetsp,1823-08-20,Q5573272,,Herr Bergström:,https://betalab.kb.se/prot-1890--fk--25/prot_1890__fk__25-001.jp2/_view,Lotta
prot-1890--fk--23,i-YbwgeLwsZbwqDmoy22wZtx,Gustaf Åkerhielm af Margretelund,Margretelund,"prot, lmp",1833-06-24,Q52964,,Hans excellens friherre Åkerhielm:,https://betalab.kb.se/prot-1890--fk--23/prot_1890__fk__23-023.jp2/_view,Lotta
prot-1890--fk--36,i-Yc7SywZ8KZjVKAjJmDbqXe,Wilhelm Stråle af Ekna,Stockholm,,1816-02-22,Q6192954,Har inget parti,Herr Stråle:,https://betalab.kb.se/prot-1890--fk--36/prot_1890__fk__36-033.jp2/_view,Lotta
prot-1890--ak--19,i-YTNSEinziShToyXXZeYELp,Lasse Jönsson,Sandby,lmp : nya lmp,1834-05-25,Q5896011,"Inget namn med i anförde: Kommer efteråt, Herr Lasse Jönsson anförde:","Sedan utskottets hemställan blifvit uppläst, anförde:",https://betalab.kb.se/prot-1890--ak--19/prot_1890__ak__19-019.jp2/_view,Lotta
prot-1890--ak--45,i-YVqf8YUTWPEWUWWRQkuChc,Johan Anderson,Tenhult,lmp ; nya lmp ; vilde,1826-01-21,Q5553580,,Herr Anderson i Tenhult:,https://betalab.kb.se/prot-1890--ak--45/prot_1890__ak__45-026.jp2/_view,Lotta
prot-1890--ak--44,i-YZC9DgNyTnviU34UccPSMM,Jonas Johnsson,Torsberg,ganla lmp ; vilde,1837-10-26,Q5889533,Orten stavas olika,Herr Johnsson i Thorsberg:,https://betalab.kb.se/prot-1890--ak--44/prot_1890__ak__44-039.jp2/_view,Lotta
prot-1891--fk--28,i-YVtvgDyb9aWNANEgkX9Hgz,Eduard Fränckel,Stockholm,prot ; fh,1836-12-17,Q5746220,Eduard/Edvard,Herr Fränckel:,https://betalab.kb.se/prot-1891--fk--28/prot_1891__fk__28-024.jp2/_view,Lotta
prot-1891--fk--10,i-YYdhoVgeCJS4PbaiYYB1d9,Pontus af Burén,Boxholm,prot,1835-03-26,Q5590180,,Herr af Burén:,https://betalab.kb.se/prot-1891--fk--10/prot_1891__fk__10-030.jp2/_view,Lotta
prot-1891--fk--30,i-YZoSoCKCjCVvMUqCc8Hia4,Rudolf Klinckowström,Stafsund,"""lmp:s filial"" ; prot",1816-08-08,Q5913839,första partiet saknas i wikidata,Friherre Klinckowström:,https://betalab.kb.se/prot-1891--fk--30/prot_1891__fk__30-016.jp2/_view,Lotta
prot-1891--ak--6,i-YbfNyt4VCCVp2GF4BKxURw,Axel Ljungman,Tjörn,lmp ; nya lmp ; gamla lmp,1841-09-01,Q5961317,,Herr Ljungman:,https://betalab.kb.se/prot-1891--ak--6/prot_1891__ak__6-049.jp2/_view,Lotta
prot-1891--ak--49,i-YbjBhqZHgyN9YasDEe48Ta,Lennart Groll,Kalmar,prot,1845-02-22,Q5772563,"Groll satt inte i AK, talade där","Chefen för civildepartementet, herr statsrådet Groll:",https://betalab.kb.se/prot-1891--ak--49/prot_1891__ak__49-006.jp2/_view,Lotta
prot-1891--ak--12,i-YbvVwi2KA5dxeuzygY6HTP,Gustaf Boström,Östanå,centern ; nya centern ;  lmp; prot,1842_02-11,Q52968,,Herr E. G. Boström anförde:,https://betalab.kb.se/prot-1891--ak--12/prot_1891__ak__12-022.jp2/_view,Lotta
prot-1892--fk--34,i-YL7o27MvgST6gzH51EMffz,Patric Reuterswärd,Baggå,prot,1820-11-22,Q6069039,,Herr Reuterswärd:,https://betalab.kb.se/prot-1892--fk--34/prot_1892__fk__34-001.jp2/_view,Lotta
prot-1892--fk--35,i-YLdHcTkHu6zr4DnwVRRb1w,Axel Svedelius,Uddeholm ; Örebro,prot,1836-10-14,Q6197769,,Herr Svedelius:,https://betalab.kb.se/prot-1892--fk--35/prot_1892__fk__35-026.jp2/_view,Lotta
prot-1892--fk--20,i-YR6ZB9GJ4PSQg6effzanXz,Ludvig Annerstedt,Stockholm,FK:s minoritetsp,1836-08-07,Q5557473,,Herr Annerstedt:,https://betalab.kb.se/prot-1892--fk--20/prot_1892__fk__20-005.jp2/_view,Lotta
prot-1892--ak--42,i-Yb7Dr4LqKxWyCebttMbRD6,Lasse Jönsson,Sandby,lmp : nya lmp,1834-05-25,Q5896011,,Herr Lasse Jönsson:,https://betalab.kb.se/prot-1892--ak--42/prot_1892__ak__42-031.jp2/_view,Lotta
prot-1892--ak--47,i-YbiKVWeTS3A6jWjhpcxbJ7,Anders Danielson,Dyestad,lmp ; nya lmp,1839-12-01,Q5616733,,Herr vice talmannen Danielson:,https://betalab.kb.se/prot-1892--ak--47/prot_1892__ak__47-009.jp2/_view,Lotta
prot-1892--ak--15,i-Yc5JUm1J4q3YiafyLQnxiG,Gundelach Bruzelius,Kristianstad,centern ; frihandelsvänl centern ; Friesenska diskussionsklubben,1842-01-13,Q5599597,,Herr Bruzelius:,https://betalab.kb.se/prot-1892--ak--15/prot_1892__ak__15-014.jp2/_view,Lotta
prot-1893--fk--36,i-YWcopLKX8TKhL7GNPNNZER,Axel Bennich,Stockholm,"ministriella gruppen i FK, minoritetsp",1817-10-31,Q5570669,,Herr Bennich:,https://betalab.kb.se/prot-1893--fk--36/prot_1893__fk__36-023.jp2/_view,Lotta
prot-1893--fk--32,i-YZoVtSydeMf67AuCCfxzre,Hjalmar Claëson,Leksand,"""minoritetsp i FK""",1836-07-17,Q5609105,OCR-tolkningen ger felstavat namn,Herr Claéson:,https://betalab.kb.se/prot-1893--fk--32/prot_1893__fk__32-029.jp2/_view,Lotta
prot-1893--fk--15,i-Ya32hFAohSH8M4reP7KXjj,Fredrik von Otter,Karlskrona,,1833-04-11,Q52969,Har inget parti,Friherre von Otter:,https://betalab.kb.se/prot-1893--fk--15/prot_1893__fk__15-009.jp2/_view,Lotta
prot-1893--ak--14,i-YRQ7DSXt3NXEebjE1HytgC,Anders Danielson,Dyestad,lmp ; nya lmp,1839-12-01,Q5616733,,Herr vice talmannen Danielson yttrade:,https://betalab.kb.se/prot-1893--ak--14/prot_1893__ak__14-033.jp2/_view,Lotta
prot-1893--ak--21,i-YTgEHDAvMhUgkh9Mg8XQbe,Johan Anderson,Tenhult,lmp ; nya lmp ; vilde,1826-01-21,Q5553580,,Herr Auderson i Tenhult:,https://betalab.kb.se/prot-1893--ak--21/prot_1893__ak__21-054.jp2/_view,Lotta
prot-1893--ak--39,i-YbZUam12oVytGC8PEJL3bD,Hugo Hamilton,Stockholm ; Gävle,"""Friesenska diskussionsklubben"" ; lib s ; mod ; n ; moderat vilde ; vilde",1849-08-21,Q5786143,,Herr grefve Hamilton anförde:,https://betalab.kb.se/prot-1893--ak--39/prot_1893__ak__39-002.jp2/_view,Lotta
prot-1894--fk--9,i-YapJznGQShnapmQRyfawrm,Olof Widmark,Ljusdal ; Falun,FK:s minoritetsp,1831-11-16,Q6240370,,Herr Widmark:,https://betalab.kb.se/prot-1894--fk--9/prot_1894__fk__9-008.jp2/_view,Lotta
prot-1894--fk--20,i-YbrKZS9461fxeq1gvQNJBp,Gustaf Sparre af Söfdeborg,Almenäs ; Stockholm ; Mariedal,skånska p ; centern ; FK:s minoritetsp ; vilde,1834-05-31,Q5359581,,Herr vice talmannen:,https://betalab.kb.se/prot-1894--fk--20/prot_1894__fk__20-015.jp2/_view,Lotta
prot-1894--fk--34,i-Yc3e2SjshB9NfKx2VqNfk6,Fredrik von Otter,Karlskrona,,1833-04-11,Q52969,Har inget parti,Friherre von Otter:,https://betalab.kb.se/prot-1894--fk--34/prot_1894__fk__34-025.jp2/_view,Lotta
prot-1894--ak--1,i-YYa6BenXSFHxqp24GnLXdi,Robert De la Gardie,Silvåkra ; Linköping,ministriella p ; vilde ,1823-12-17,Q5618809,,Herr talmannen yttrade nu:,https://betalab.kb.se/prot-1894--ak--1/prot_1894__ak__1-017.jp2/_view,Lotta
prot-1894--ak--46,i-YbNEKuWT8oAu2AzpfFmvwp,Johan Fjällbäck,Stockholm,gamla lmp ; AK:s center ; folkp,1855-01-03,Q5732483,,Herr Fjällbäck:,https://betalab.kb.se/prot-1894--ak--46/prot_1894__ak__46-053.jp2/_view,Lotta
prot-1894--ak--33,i-YcJ7EeDKmoyRTKY8A9UXvK,Olof Jonsson ,Hov ; Stockholm,lmp ; gamla lmp ; FK:s minoritetsp ; mod ; n,1839-11-17,Q5891896,Flera av partierna saknas i wikidata,Herr Olof Jonsson i Hof:,https://betalab.kb.se/prot-1894--ak--33/prot_1894__ak__33-023.jp2/_view,Lotta
prot-1895--fk--6,i-YZW9KVsANarXrPZS1HxwWF,Rudolf Klinckowström,Stafsund,"""lmp:s filial"" ; prot",1816-08-08,Q5913839,,Friherre Klinckowström. Jag har begärt ordet för att i största korthet vitsorda hvad herr generaldirektör Wieselgren nyss nämnde om Svartsjö-förhållandena och läkarevården derstädes.,https://betalab.kb.se/prot-1895--fk--6/prot_1895__fk__6-011.jp2/_view,Lotta
prot-1895--fk--23,i-YaHWkaDsCygZqtvwYUpbMY,Robert Almström,Stockholm,prot ; fh,1834-08-19,Q5547719,,Herr Almström:,https://betalab.kb.se/prot-1895--fk--23/prot_1895__fk__23-036.jp2/_view,Lotta
prot-1895--ak--16,i-YY9mfBNbHnW8Z8AfSrYcvL,Anders Danielson,Dyestad,lmp ; nya lmp,1839-12-01,Q5616733,,Herr Danielson:,https://betalab.kb.se/prot-1895--ak--16/prot_1895__ak__16-024.jp2/_view,Lotta
prot-1895--ak--23,i-YaZU4Sj1U3V2BCuQP3Mwee,Lasse Jönsson,Sandby,lmp : nya lmp,1834-05-25,Q5896011,,Herr Lasse Jönsson:,https://betalab.kb.se/prot-1895--ak--23/prot_1895__ak__23-004.jp2/_view,Lotta
prot-1895--ak--11,i-YbgsWQisbJsPH4PqfqyYXp,Stormats Mathias Olsson,Sörnäs,gamla lmp ; lmp ; lib s,1839-12-23,Q6028001,,Herr Olsson i Sörnäs:,https://betalab.kb.se/prot-1895--ak--11/prot_1895__ak__11-020.jp2/_view,Lotta
prot-1896--fk--14,i-YWXBeBUz3tsit9Srpus444,Johan Sandberg,Oskarshamn,prot,1834-11-16,Q6091861,,Herr Sandberg:,https://betalab.kb.se/prot-1896--fk--14/prot_1896__fk__14-046.jp2/_view,Lotta
prot-1896--fk--22,i-YXMrGgLgMEhaSAcRjXC5B7,Carl Hasselrot,Stockholm ; Lundegård,prot ; fh,1842-10-05,Q5792855,,i Herr Hasselrot:,https://betalab.kb.se/prot-1896--fk--22/prot_1896__fk__22-031.jp2/_view,Lotta
prot-1896--fk--27,i-YXZELkMkjN9b4eouHCRL3w,Johan Dahlberg,Bollstabruk,minoritetspartiet i FK,1843-08-13,Q5615201,,Herr Dahlberg:,https://betalab.kb.se/prot-1896--fk--27/prot_1896__fk__27-036.jp2/_view,Lotta
prot-1896--ak--40,i-YaxzWmoEB2tY71yXmY5UCL,Carl Persson,Stallerhult,lmp ; nya lmp ; gamla lmp ; lmb,1844-10-22,Q6042697,,Herr Persson i Stallerhult:,https://betalab.kb.se/prot-1896--ak--40/prot_1896__ak__40-025.jp2/_view,Lotta
prot-1896--ak--15,i-YbEnRbAjZYPARQ3rDRnrQs,Sixten von Friesen,Stockholm,"""stockholmsbänken"" ; ""AK:s center"" ; vilde ; Friesenska diskussionsklubb""",1847-12-11,Q5744409,,Herr von Friesen:,https://betalab.kb.se/prot-1896--ak--15/prot_1896__ak__15-030.jp2/_view,Lotta
prot-1896--ak--15,i-YcTUepfjL65mJMmsMymEgm,Henrik Fredholm,Stockholm,"""stockholmsbänken"" ; vilde ; Friesenska diskussionsklubb"" ; lib s",1838-07-08,Q5741552,,Herr Fredholm från Stockholm:,https://betalab.kb.se/prot-1896--ak--15/prot_1896__ak__15-001.jp2/_view,Lotta
prot-1897--fk--23,i-YaL2zmTqeGiHFKYrVry9c2,Filip Boström,Tynnelsö,prot ; mod,1843-06-05,Q5583226,,"Herr Boström, Filip:",https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-033.jp2/_view,Lotta
prot-1897--fk--6,i-Yap4sjPNEtiGgxktYMpayc,Axel fagerholm,Vallnäs,prot,1844-08-21,Q105200990,,Herr Fagerholm:,https://betalab.kb.se/prot-1897--fk--6/prot_1897__fk__6-059.jp2/_view,Lotta
prot-1897--fk--25,i-YbDJowoDKja5L941hLKZ4B,Edvard Casparsson,Brunna,centern ; prot,1827-07-21,Q5604447,Felaktigt parti i Wikidata,Herr vice talmannen:,https://betalab.kb.se/prot-1897--fk--25/prot_1897__fk__25-053.jp2/_view,Lotta
prot-1897--ak--39,i-YWudHCx1VmaGLV5EgeuaMr,Adolf Hedin,Stockholm,"nylib ; ministriella p ; centern ; ""vänstern"" ; ""stockholmsbänken"" ; vilde",1834-04-23,Q4582704,,Herr A. Hedin:,https://betalab.kb.se/prot-1897--ak--39/prot_1897__ak__39-034.jp2/_view,Lotta
prot-1897--ak--40,i-YZwdwMMGk9NUcUFC55SJrB,Carl Collander,Uddevalla,AK:s center ; vilde,1838-04-20,Q5610736,"Vilde, sakans i Wikidata",Herr Collander:,https://betalab.kb.se/prot-1897--ak--40/prot_1897__ak__40-051.jp2/_view,Lotta
prot-1897--ak--12,i-YcR4zksGRxJzUQudEsZq8Z,Adolf Hedin,Stockholm,"nylib ; ministriella p ; centern ; ""vänstern"" ; ""stockholmsbänken"" ; vilde",1834-04-23,Q4582704,,Herr A. Hedin yttrade:,https://betalab.kb.se/prot-1897--ak--12/prot_1897__ak__12-011.jp2/_view,Lotta
prot-1898--fk--14,i-YMu1cAPrM143uco7yuoqxN,Carl Hasselrot,Stockholm ; Lundegård,prot ; fh,1842-10-05,Q5792855,,Herr Hasselrot:,https://betalab.kb.se/prot-1898--fk--14/prot_1898__fk__14-043.jp2/_view,Lotta
prot-1898--fk--9,i-YNRpcQ7cf8UAUpoAzfymwg,Raoul Hamilton,Ovesholm,prot ; vänstervilde ; lib s ; fris,1855-10-17,Q5786333,Namnet fel ocr-tolkat,Grefve Iamilton:,https://betalab.kb.se/prot-1898--fk--9/prot_1898__fk__9-027.jp2/_view,Lotta
prot-1898--fk--15,i-YRntLYTJYxerJp1sJwHQ8y,August Almén ,Stockholm,minoritetspartiet i FK,1833-01-24,Q5547309,Marginalen kommit med i OCR-läsningen,Omorganisa- Punkten 15. tion af bjukhuset Herr Almén:,https://betalab.kb.se/prot-1898--fk--15/prot_1898__fk__15-039.jp2/_view,Lotta
prot-1898--ak--32,i-YbEQxAXdmMS57WpQhmMaQQ,Gustaf Jansson,Krakerud,gamla lmp ; lmp ; vilde ; bonderska diskussionsklubben ; lib s,1839-12-25,Q5828721,,Herr Jansson i Krakerud:,https://betalab.kb.se/prot-1898--ak--32/prot_1898__ak__32-036.jp2/_view,Lotta
prot-1898--ak--32,i-Ybe4mc1Tucgo9vKaTZNw6E,John Olsson,Stockholm,folkp ; lib s,1858-03-07,Q6027185,,Herr John Olsson:,https://betalab.kb.se/prot-1898--ak--32/prot_1898__ak__32-057.jp2/_view,Lotta
prot-1898--ak--39,i-YcRAr5d4e78maGB1dTWcmB,Axel Ljungman,Tjörn,lmp ; nya lmp ; gamla lmp,1841-09-01,Q5961317,,Herr Ljungman:,https://betalab.kb.se/prot-1898--ak--39/prot_1898__ak__39-046.jp2/_view,Lotta
prot-1899--fk--20,i-YTM9anMzSnGoM9K6vP35ip,Pontus af Burén,Boxholm,prot,1835-03-26,Q5590180,,Herr af Burén:,https://betalab.kb.se/prot-1899--fk--20/prot_1899__fk__20-060.jp2/_view,Lotta
prot-1899--fk--24,i-YXesCY6LrLG3sipaUwaNJV,Carl Hasselrot,Stockholm ; Lundegård,prot ; fh,1842-10-05,Q5792855,,Herr Hasselrot:,https://betalab.kb.se/prot-1899--fk--24/prot_1899__fk__24-002.jp2/_view,Lotta
prot-1899--fk--12,i-YaN2gGQUcqMNk4p139fnKz,Johan Sandberg,Oskarshamn,prot,1834-11-16,Q6091861,,Herr Sandberg:,https://betalab.kb.se/prot-1899--fk--12/prot_1899__fk__12-025.jp2/_view,Lotta
